ਮੈਂ ਖੁਦ ਨਹੀਂ ਸਮਝ ਸਕਿਆ ਕਿ ਕੀ ਹੋ ਰਿਹਾ ਹੈ |,surprise 
ਮੈਂ ਕਦੇ ਨਹੀਂ ਸੋਚਿਆ ਸੀ ਕਿ ਉਸ ਦੇ ਦਿਲ ਵਿਚ ਅਜਿਹੀਆਂ ਭਾਵਨਾਵਾਂ ਹੋ ਸਕਦੀਆਂ ਹਨ,surprise 
"28 ਜਨਵਰੀ 1316 ਨੂੰ, ਲਿਲੀਵੇਲਿਨ ਨੇ ਕੈਰਫਿਲੀ ਕੈਸਲ 'ਤੇ ਅਚਾਨਕ ਹਮਲਾ ਕਰਕੇ ਵਿਦਰੋਹ ਦੀ ਸ਼ੁਰੂਆਤ ਕੀਤੀ",surprise 
ਮੇਰੀ ਫਲਾਈਟ ਸਮੇਂ 'ਤੇ ਹੈ,Neutral
"ਉੱਥੋਂ ਲੰਘਦਿਆਂ, ਮੈਂ ਇੱਕ ਅਣਜਾਣ ਆਦਮੀ ਨੂੰ ਦੇਖਿਆ ਜਿਸ ਨੇ ਮੈਨੂੰ ਡਰਾਇਆ।",fear
"ਕਾਸਮੈਟਿਕ ਵਰਤੋਂ ਨੂੰ ਜੀਵਨ ਲਈ ਇੱਕ ਅਨੁਕੂਲ, ਗੈਰ-ਉਪਯੋਗੀ ਪਹੁੰਚ ਵਜੋਂ ਸੰਕਲਪਿਤ ਕੀਤਾ ਗਿਆ ਹੈ",Neutral
ਉਹ ਉਦਾਸ ਜਾਪਦਾ ਹੈ,sad
ਆਪਣੀ ਸਾਰੀ ਦੌਲਤ ਲਈ ਉਹ ਖੁਸ਼ ਨਹੀਂ ਹੈ,happy
"ਸੰਗੀਤ ਇੱਕ ਪਲ ਲਈ ਰੁਕ ਗਿਆ ਅਤੇ ਦੁਬਾਰਾ ਸ਼ੁਰੂ ਹੋਇਆ, ਪਹਿਲਾਂ ਵਾਂਗ ਹੀ ਖੁਸ਼ ਅਤੇ ਖੁਸ਼ਹਾਲ",happy
ਮੇਰੇ ਹੈਰਾਨੀ ਦੀ ਗੱਲ ਹੈ ਕਿ ਮੈਂ ਬਕਸੇ ਨੂੰ ਨੁਕਸਾਨ ਪਹੁੰਚਾਇਆ,surprise 
ਬਹੁਤ ਸੋਹਣਾ ਭਰਾ,happy
ਬੁਲਾਰੇ ਨੇ ਸਰੋਤਿਆਂ ਦਾ ਗੁੱਸਾ ਭੜਕਾਇਆ,anger
ਤੁਸੀਂ ਮੈਨੂੰ ਕਿੰਨਾ ਚਿਰ ਇੰਤਜ਼ਾਰ ਕਰੋਗੇ ਭਰਾ,anger
"ਜਦੋਂ ਮੇਰੀਆਂ ਅੱਖਾਂ ਉਸ ਨੂੰ ਮਿਲਦੀਆਂ ਹਨ, ਉਸਦੀ ਪੂਛ ਉਤੇਜਨਾ ਨਾਲ ਹਿੱਲਣ ਲੱਗਦੀ ਹੈ, ਪਰ ਉਹ ਪਲ ਖਰਾਬ ਹੋਣ ਦੇ ਡਰੋਂ ਆਪਣੇ ਸਰੀਰ ਨੂੰ ਹਿਲਾਉਣ ਦੀ ਹਿੰਮਤ ਨਹੀਂ ਕਰਦੀ",fear
ਮੈਂ ਉਸੇ ਰੁਟੀਨ ਤੋਂ ਤੰਗ ਆ ਗਿਆ ਹਾਂ,anger
"ਮੈਂ ਪੈਸੇ ਨਹੀਂ ਪਾਵਾਂਗਾ, ਤੂੰ ਬਦਮਾਸ਼ ਚੋਰ",anger
ਉਸਨੂੰ ਨਿਕੋਲਸ ਨਾਲ ਉਸਦਾ ਭਾਵੁਕ ਚੁੰਮਣਾ ਦੇਖਣਾ ਯਾਦ ਆਇਆ ਅਤੇ ਉਸਨੂੰ ਅੰਦਰੋਂ ਈਰਖਾ ਭਰਿਆ ਗੁੱਸਾ ਮਹਿਸੂਸ ਹੋਇਆ,anger
ਇਹ ਕਿਵੇਂ ਹੋਵੇਗਾ,Neutral
ਨਤੀਜਾ ਸੁਣ ਕੇ ਉਸ ਨੂੰ ਗੁੱਸਾ ਆ ਗਿਆ,anger
ਸਾਨੂੰ ਖੁਸ਼ੀ ਹੋਣੀ ਚਾਹੀਦੀ ਹੈ ਕਿ ਉੱਥੇ ਦੇ ਸਾਰੇ ਲੋਕਾਂ ਨੇ ਐਕਵਾਇਰ ਰਾਹੀਂ ਘਰ ਲੱਭ ਲਿਆ ਪਰ ਬੰਦ ਦੀ ਮਹੱਤਤਾ ਨੂੰ ਵਧਾ-ਚੜ੍ਹਾ ਕੇ ਨਹੀਂ ਦੱਸਿਆ।,happy
ਕੈਬ ਡਰਾਈਵਰ ਇੱਕ ਗਧਾ ਸੀ,sad
ਉਹ ਆਪਣਾ ਗੁੱਸਾ ਨਿਗਲ ਕੇ ਕੰਮ ਕਰਨ ਲੱਗਾ,anger
ਯਾਰ ਮੈਨੂੰ ਮੇਰੇ ਪੈਸੇ ਕਦੋਂ ਵਾਪਸ ਮਿਲਣਗੇ,sad
ਵਾਹ ਭਾਈ ਕੀ ਵਧੀਆ ਗੱਲ ਹੈ,happy
ਹੈਰਾਨੀ ਦੀ ਗੱਲ ਹੈ ਕਿ ਤੁਸੀਂ ਆਏ ਹੋ,surprise 
"ਉਹ ਗੇਟ ਦੇ ਅੰਦਰ ਹੀ ਖੜ੍ਹੀ ਸੀ ਅਤੇ ਉਸ ਨੇ ਆਪਣੀਆਂ ਚੀਜ਼ਾਂ ਦੇ ਛੋਟੇ ਬੰਡਲ ਨੂੰ ਫੜ ਲਿਆ, ਇੱਕ ਅਣਜਾਣ ਸੰਸਾਰ ਵਿੱਚ ਉਸਦਾ ਇੱਕ ਜਾਣਿਆ-ਪਛਾਣਿਆ ਟੋਕਨ",Neutral
ਤੁਸੀਂ ਕਿੰਨੇ ਵਿਚਾਰਵਾਨ ਹੋ,Neutral
ਮੈਨੂੰ ਨਹੀਂ ਪਤਾ ਕਿ ਕੀ ਹੋ ਰਿਹਾ ਹੈ।,fear
ਇਹ ਹੈਰਾਨ ਕਰਨ ਵਾਲੀ ਗੱਲ ਹੈ ਕਿ ਤੁਸੀਂ ਉਸ ਹਾਦਸੇ ਤੋਂ ਬਚ ਗਏ,surprise 
ਮੇਰੀ ਇੱਕ ਚੰਗੀ ਯਾਤਰਾ ਸੀ ਤੁਹਾਡਾ ਧੰਨਵਾਦ,happy
ਤੁਹਾਡੇ ਕੰਮ ਦੀ ਕਦਰ ਕਰੋ,happy
ਉਸ ਨੇ ਆਪਣੇ ਗੈਰ-ਜ਼ਿੰਮੇਵਾਰਾਨਾ ਵਿਵਹਾਰ 'ਤੇ ਬਹੁਤ ਗੁੱਸਾ ਦਿਖਾਇਆ,anger
"ਵਾਹ, ਇਸ ਤੋਂ ਵਧੀਆ ਹੋਰ ਕੁਝ ਨਹੀਂ ਹੋ ਸਕਦਾ",surprise 
ਉਹ ਵੱਡੇ ਜੋਖਮ ਉਠਾਉਣ ਤੋਂ ਨਹੀਂ ਡਰਦੀ,fear
"ਇਸਦੇ ਦਿਲ ਵਿੱਚ ਡਰ ਹੈ, ਅਤੇ ਡਰ ਇਸ ਦੇ ਅੰਦਰ ਜੀਵਨ ਦੇ ਅਨੁਭਵ ਦਾ ਵੱਧਦਾ ਹਿੱਸਾ ਹੈ",fear
"ਇਹ ਰੈਲੀ ਰੋਡ ਰੇਸ, ਬੰਦ ਸਰਕਟਾਂ ਅਤੇ ਹੋਰ ਚੁਣੌਤੀਪੂਰਨ ਵਾਤਾਵਰਣਾਂ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ ਵਾਲੇ ਦੋਨਾਂ ਵਿਚਕਾਰ ਇੱਕ ਖੁਸ਼ਹਾਲ ਮਾਧਿਅਮ ਹੈ",happy
"ਅਜਿਹਾ ਨਹੀਂ ਸੀ ਕਿ ਇਹ ਪਾਰਕ ਵਿੱਚ ਇੱਕ ਵੱਡੀ ਸੈਰ ਸੀ, ਹਰ ਕੋਈ ਹਰ ਸਮੇਂ ਖੁਸ਼ ਅਤੇ ਖੁਸ਼ ਸੀ ਅਤੇ ਆਪਣੇ ਅਗਲੇ ਪ੍ਰੋਜੈਕਟ ਬਾਰੇ ਗੱਲਾਂ ਕਰ ਰਿਹਾ ਸੀ",happy
ਅੱਜ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ,Neutral
"ਡਾਲਰ ਦੇ ਕਮਜ਼ੋਰ ਹੋਣ ਨਾਲ ਇਹ ਕਾਫੀ ਖੁਸ਼ ਨਜ਼ਰ ਆ ਰਿਹਾ ਹੈ, ਜਿਸ ਨਾਲ ਬਾਜ਼ਾਰਾਂ 'ਤੇ ਅਸਰ ਪਵੇਗਾ",happy
"ਮਰਦ ਮਾਨਸਿਕਤਾ ਦਾ ਉਹ ਆਮ ਜ਼ੁਕਾਮ, ਵਚਨਬੱਧਤਾ ਦਾ ਡਰ.",fear
"ਇੱਕ ਵੱਡੇ ਰਾਜਨੀਤਿਕ ਸੰਕਟ ਦੇ ਰੂਪ ਵਿੱਚ ਡਰ ਅਤੇ ਅਨਿਸ਼ਚਿਤਤਾ ਸਾਹਮਣੇ ਆਉਂਦੀ ਹੈ, ਸਰਕਾਰ ਦੀ ਸਥਿਰਤਾ ਨੂੰ ਖ਼ਤਰਾ ਹੈ",fear
ਉਸਨੂੰ ਮੇਰੀ ਫੇਰੀ ਬਾਰੇ ਨਾ ਦੱਸੋ - ਮੈਂ ਉਸਨੂੰ ਹੈਰਾਨ ਕਰਨਾ ਚਾਹੁੰਦਾ ਹਾਂ,surprise 
ਇਹ ਕੈਬ ਵਿਅਕਤੀ ਕਿੱਥੇ ਮਰ ਗਿਆ,anger
"ਉਹ ਆਪਣਾ ਮਕਸਦ ਪੂਰਾ ਕਰਨ ਤੋਂ ਪਹਿਲਾਂ ਫੜੇ ਜਾਣ ਤੋਂ ਡਰਦਾ ਸੀ, ਪਰ ਇਸਦੇ ਪਿੱਛੇ ਉਸਦੇ ਅਪਰਾਧ ਦੀ ਭਿਆਨਕਤਾ ਦਾ ਇੱਕ ਅਸਪਸ਼ਟ ਪਰ ਵੱਡਾ ਡਰ ਸੀ",fear
ਮੇਰੀ ਫਲਾਈਟ ਆਖਰਕਾਰ ਬੁੱਕ ਹੋ ਗਈ ਹੈ ਹੂਰੇ!,happy
ਉਹ ਇਹਨਾਂ ਨੂੰ ਰੋ ਬਨਾਮ ਵੇਡ ਵਰਗੇ ਮਾਮਲਿਆਂ ਵਿੱਚ ਲਾਗੂ ਕਰ ਰਹੇ ਸਨ ਜਦੋਂ ਇੱਕ ਸੱਜੇ-ਪੱਖੀ ਬਗਾਵਤ ਨੇ ਉਹਨਾਂ ਨੂੰ ਹੈਰਾਨ ਕਰ ਦਿੱਤਾ,surprise 
ਮੈਂ ਕਦੇ ਅੰਦਾਜ਼ਾ ਨਹੀਂ ਲਗਾਇਆ ਹੋਵੇਗਾ ਕਿ ਅਜਿਹਾ ਹੋਵੇਗਾ,surprise 
ਮੈਂ ਬਹੁਤ ਖੁਸ਼ੀ ਦੇ ਮੂਡ ਵਿੱਚ ਹਾਂ,happy
ਜੇਸਨ ਉਸ ਦੇ ਗੁੱਸੇ ਦੇ ਅਚਾਨਕ ਵਿਸਫੋਟ ਨੂੰ ਸਮਝ ਨਹੀਂ ਸਕਿਆ ਅਤੇ ਉਹ ਜਾਣਦਾ ਸੀ ਕਿ ਮੱਕੜੀ ਦੇ ਮਜ਼ਾਕ ਤੋਂ ਇਲਾਵਾ ਉਸ ਨੂੰ ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲੀ ਹੋਰ ਚੀਜ਼ ਵੀ ਹੋਣੀ ਚਾਹੀਦੀ ਸੀ,anger
"ਮੈਂ ਸੋਚਿਆ ਕਿ ਸਾਰੇ ਗੋਤਾਖੋਰਾਂ ਨੇ ਲੰਬੇ ਸਮੇਂ ਤੋਂ ਪਹਿਲਾਂ ਬਰਛਿਆਂ ਨੂੰ ਛੱਡ ਦਿੱਤਾ ਸੀ ਅਤੇ ਫਿਰ ਵੀ, ਕੋਈ ਵੀ ਅਸਲੀ ਗੋਤਾਖੋਰ ਕਦੇ ਵੀ ਸ਼ੈੱਲਫਿਸ਼ 'ਤੇ ਬਰਛੇ ਦੀ ਵਰਤੋਂ ਨਹੀਂ ਕਰੇਗਾ",Neutral
ਮੈਂ ਉਸਦੀ ਦੁਖਦਾਈ ਕਹਾਣੀ ਸੁਣੀ ਹੈ,sad
ਵਾਹ ! ਸਸਤੀ ਚੀਜ਼ ਦੱਸੀ ਯਾਰ,happy
"1920 ਦੀਆਂ ਗਰਮੀਆਂ ਦੀਆਂ ਖੇਡਾਂ ਵਿੱਚ, ਬ੍ਰਿਟੇਨ ਪਹਿਲੇ ਦੌਰ ਵਿੱਚ ਨਾਰਵੇ ਤੋਂ ਹੈਰਾਨੀਜਨਕ ਹਾਰ ਗਿਆ",surprise 
ਮੇਰੇ ਕੁਝ ਕਹਿਣ ਤੋਂ ਪਹਿਲਾਂ ਹੀ ਉਹ ਗੁੱਸੇ ਵਿੱਚ ਆ ਗਿਆ,anger
ਥੋੜ੍ਹੀ ਸਸਤੀ ਫਲਾਈਟ ਬੁੱਕ ਕਰ ਸਕਦੀ ਸੀ,sad
ਕੁਝ ਲੋਕਾਂ ਨੂੰ ਚੂਹਿਆਂ ਦਾ ਆਤੰਕ ਹੈ,fear
ਮੈਂ ਤੁਹਾਨੂੰ ਅੱਜ ਮੈਨੂੰ ਮਿਲਣ ਲਈ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ,Neutral
ਕੁਝ ਵਿਸ਼ਲੇਸ਼ਕ ਡਰਦੇ ਹਨ ਕਿ ਘੱਟ ਕੀਮਤ ਵਾਲੇ ਵਿਰੋਧੀਆਂ ਲਈ ਐਬਰਕਰੋਮਬੀ ਤੋਂ ਭੱਜਣ ਵਾਲੇ ਗਾਹਕ ਵਾਪਸ ਨਹੀਂ ਆਉਣਗੇ,fear
ਇਹ ਤੁਹਾਡੀ ਚਮੜੀ ਦੇ ਹੇਠਾਂ ਆ ਜਾਂਦਾ ਹੈ ਅਤੇ ਇੱਕ ਜਗ੍ਹਾ ਖੋਲ੍ਹਦਾ ਹੈ ਜੋ ਉਦਾਸੀ ਅਤੇ ਚੁੱਪ ਨਾਲ ਭਰਿਆ ਹੁੰਦਾ ਹੈ,sad
"ਹੈਰਾਨੀ ਨੇ ਜਾਫੀਰ ਨੂੰ ਕਿਹਾ, ਪਰ ਉਹ ਇਸ ਤੋਂ ਇਨਕਾਰ ਕਰਨ ਲਈ ਤਿਆਰ ਨਹੀਂ ਸੀ",surprise 
"ਉਸ ਦਾ ਪੁੱਤਰ ਖੁਸ਼ ਜਾਪਦਾ ਸੀ ਅਤੇ ਨਾ ਸਿਰਫ਼ ਆਪਣੇ ਆਪ 'ਤੇ, ਸਗੋਂ ਜ਼ਿੰਦਗੀ ਦੀਆਂ ਬੇਤੁਕੀਆਂ 'ਤੇ ਵੀ ਖੁਸ਼ੀ ਨਾਲ ਹੱਸਦਾ ਸੀ",happy
ਡਰਾਈਵਰ ਨੇ ਰੱਦ ਕਰ ਦਿੱਤਾ,sad
"ਮਾਂਟਰੀਅਲ ਵਿੱਚ ਅਜਿਹਾ ਨਹੀਂ ਸੀ, ਜਿੱਥੇ ਡਰ ਨੇ ਚੁੱਪ ਅਤੇ ਬਚਣ ਨੂੰ ਜਨਮ ਦਿੱਤਾ: ਉੱਤਰਦਾਤਾਵਾਂ ਨੇ ਖੁੱਲ੍ਹ ਕੇ ਬੋਲਣਾ ਸੁਰੱਖਿਅਤ ਮਹਿਸੂਸ ਨਹੀਂ ਕੀਤਾ",fear
ਆਹ ਇਹ ਚੈਨਲ ਕਿਵੇਂ ਬੰਦ ਹੋ ਗਿਆ,anger
ਐਪ ਬਾਰ ਬਾਰ ਕਿਉਂ ਫਸਦੀ ਜਾ ਰਹੀ ਹੈ,anger
ਵਾਹ ਅੱਜ ਮੀਂਹ ਪਿਆ,happy
ਉਸਨੇ ਨਿਰਾਸ਼ਾ ਅਤੇ ਬੇਚੈਨੀ ਦੀਆਂ ਲਹਿਰਾਂ ਨੂੰ ਮਹਿਸੂਸ ਕੀਤਾ ਜੋ ਉਦੋਂ ਤੱਕ ਫੈਲਿਆ ਜਦੋਂ ਤੱਕ ਉਸਦਾ ਕਹਿਰ ਉਦਾਸੀ ਵਿੱਚ ਨਹੀਂ ਡੁੱਬ ਗਿਆ,sad
ਸਟੀਫ ਨੇ ਸ਼੍ਰੀਲੰਕਾ ਦੇ ਇੱਕ ਹੋਟਲ ਮਾਲਕ ਦੀ ਪਤਨੀ ਅਤੇ ਧੀ ਨੂੰ ਇਹ ਦੱਸਣ ਦਾ ਦੁੱਖ ਦੱਸਿਆ ਕਿ ਉਸਦੀ ਲਾਸ਼ ਨੂੰ ਧੋ ਦਿੱਤਾ ਗਿਆ ਹੈ,sad
ਉਹ ਸਾਂਝਾ ਵਿਚਾਰ ਰੱਖਦਾ ਹੈ ਕਿ ਅਮਰੀਕਾ ਦੀ ਸਭ ਤੋਂ ਵੱਡੀ ਗਲਤੀ ਸੋਵੀਅਤ ਸੰਘ ਦੇ ਪਿੱਛੇ ਹਟਣ ਤੋਂ ਬਾਅਦ ਰਾਸ਼ਟਰ ਨੂੰ ਇਸਦੀ ਨਾਖੁਸ਼ ਕਿਸਮਤ ਲਈ ਛੱਡਣਾ ਸੀ,sad
ਤੁਸੀਂ ਜੋ ਕਿਹਾ ਉਹ ਕਿਉਂ ਨਹੀਂ ਕਰਦੇ?,anger
ਉਸ ਦੀਆਂ ਯਾਦਾਂ ਮੈਨੂੰ ਉਦਾਸ ਕਰਦੀਆਂ ਹਨ,sad
"ਜਦੋਂ ਮੈਂ ਉਸਦੀ ਅਵਾਜ਼ ਸੁਣੀ, ਤਾਂ ਮੈਂ ਹੈਰਾਨ ਰਹਿ ਗਿਆ ਕਿਉਂਕਿ ਮੈਂ ਉਸਨੂੰ ਉਸ ਥਾਂ ਤੇ ਨਹੀਂ ਸੋਚਿਆ ਜਿੱਥੇ ਮੈਂ ਉਸਨੂੰ ਦੇਖਿਆ ਸੀ",surprise 
ਫਲਾਈਟ ਵਿੱਚ ਬਹੁਤ ਮਜ਼ਾ ਆਇਆ,happy
ਉਨ੍ਹਾਂ ਦੀ ਹੈਰਾਨੀ ਦੀ ਕੋਈ ਹੱਦ ਨਾ ਰਹੀ ਜਦੋਂ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਦਰਸ਼ਕਾਂ ਤੋਂ ਕੁਝ ਦੂਰੀ 'ਤੇ ਘੁੰਮਦੇ ਦੇਖਿਆ,surprise 
ਜ਼ਿੰਦਗੀ ਦੇ ਹਰ ਪਲ ਖੁਸ਼ ਰਹੋ,happy
ਚਿੱਟੀਆਂ ਕਮੀਜ਼ਾਂ ਦੀ ਜਿੱਤ ਯਕੀਨੀ ਹੈ ਪਰ ਸੱਟਾਂ ਲੱਗਣ ਦੇ ਡਰ ਕਾਰਨ ਘਰੇਲੂ ਟੀਮ ਨੂੰ ਗੋਲ ਕਰਨ ਦਾ ਮੌਕਾ ਮਿਲ ਸਕਦਾ ਹੈ,fear
ਮਦਦ ਕਰਨ ਲਈ ਧੰਨਵਾਦ,happy
ਉਹਨਾਂ ਦੀ ਲਿਖਤ ਉਹਨਾਂ ਨੂੰ ਇੱਕ ਨਵੀਂ ਦਿਸ਼ਾ ਵੱਲ ਲੈ ਜਾ ਰਹੀ ਹੈ ਜਿਸ ਲਈ ਉਹ ਪੂਰੀ ਤਰ੍ਹਾਂ ਤਿਆਰ ਹਨ ਅਤੇ ਗਲੇ ਲਗਾਉਣ ਲਈ ਤਿਆਰ ਹਨ,Neutral
ਮੈਨੂੰ ਇਕੱਲੇ ਹੋਣ ਤੋਂ ਡਰ ਲੱਗਦਾ ਹੈ,fear
ਮੈਨੂੰ ਇਹ ਐਪ ਬਿਲਕੁਲ ਵੀ ਪਸੰਦ ਨਹੀਂ ਹੈ,sad
"ਉਹ ਆਪਣੇ ਮਤਰੇਏ ਪੁੱਤਰ ਵੱਲ ਨਹੀਂ, ਸਗੋਂ ਆਪਣੀ ਪਤਨੀ ਵੱਲ ਵੇਖਦਾ ਹੈ, ਅਤੇ ਗੁੱਸੇ ਜਾਂ ਹੈਰਾਨੀ ਨਾਲ ਨਹੀਂ, ਪਰ ਜਿਸ ਨੂੰ ਸਿਰਫ ਪਿਆਰ ਅਤੇ ਸ਼ਰਧਾ ਵਜੋਂ ਦਰਸਾਇਆ ਜਾ ਸਕਦਾ ਹੈ",surprise 
"ਹਰ ਬੁੱਧਵਾਰ ਨੂੰ ਮੈਂ ਹੈਰਾਨੀ ਨਾਲ ਦੇਖਦਾ ਹਾਂ ਜਿਵੇਂ ਕਿ ਸਖ਼ਤ, ਸਮਲਿੰਗੀ-ਥੱਕੇ ਹੋਏ ਆਦਮੀ ਇੱਕ ਦਿਨ ਦੇ ਦੌਰਾਨ ਮਨੁੱਖ ਨੂੰ ਜੱਫੀ ਪਾਉਣ ਵਾਲੇ ਮੈਟਰੋਸੈਕਸੁਅਲ ਵਿੱਚ ਬਦਲ ਜਾਂਦੇ ਹਨ",surprise 
ਤੇਰਾ ਰੋਣਾ ਮੇਰਾ ਦਿਲ ਦੁਖਾ ਰਿਹਾ ਹੈ,sad
"ਇਸ ਤਰ੍ਹਾਂ ਮੌਸਮ ਵਿਸ਼ੇਸ਼ ਰੂਪ ਵਿੱਚ ਬਦਲਣ ਦਾ ਸੰਭਵਨਾ ਹੈ, ਇਸ ਕਰਕੇ ਮੈਂ ਬਹੁਤ ਡਰਦਾ ਹਾਂ ਕਿ ਸਰਦੀ ਮੇਰੇ ਸਵਾਸਥ ਉਪਰ ਇੱਕ ਬੁਰਾ ਅਸਰ ਪਵੇਗਾ",fear
ਹੋਟਲ ਵਿੱਚ ਇੱਕ ਬੁਰਾ ਅਨੁਭਵ ਸੀ,sad
ਓਹ! ਮੈਂ ਹੈਰਾਨ ਹਾਂ ਤੁਸੀਂ ਕਿਹੜੇ ਤਰੀਕੇ ਨਾਲ ਇਹ ਕੰਮ ਕਰਦੇ ਹੋ,surprise 
ਉਸਨੇ ਸਾਡੇ ਪ੍ਰਦਰਸ਼ਨ 'ਤੇ ਆਪਣੀ ਖੁਸ਼ੀ ਜ਼ਾਹਰ ਕੀਤੀ,happy
ਚੰਗਾ ਕੀਤਾ ਖਾਤਾ ਬੰਦ ਨਹੀਂ ਹੋਇਆ,happy
"ਲਾਰਵਾ ਪੜਾਅ ਦੇ ਅੰਤ 'ਤੇ, ਜਾਨਵਰ ਸਮੁੰਦਰੀ ਤੱਟ 'ਤੇ ਡਿੱਗ ਜਾਂਦੇ ਹਨ ਅਤੇ ਬਾਲਗਾਂ ਵਿੱਚ ਰੂਪਾਂਤਰਿਤ ਹੋ ਜਾਂਦੇ ਹਨ",Neutral
ਗਰਜ ਨਾਲ ਜਾਨਵਰ ਡਰ ਗਏ,fear
ਕੁਦਰਤ ਸਦਾ ਲਈ ਅਨੰਦ ਦਾ ਸਰੋਤ ਹੈ,happy
ਮੈਂ ਦੁਖੀ ਹਾਂ ਕਿ ਮੇਰੀ ਮਾਂ ਨਹੀਂ ਰਹੀ,sad
ਤੁਸੀਂ ਕਿੱਥੇ ਮਰ ਗਏ,anger
ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਕਿ ਇਹ ਇਸ ਬਿੰਦੂ ਤੱਕ ਇੱਕ ਹੌਲੀ ਅਤੇ ਸੁਸਤ ਬਹਿਸ ਰਹੀ ਹੈ,Neutral
ਮੇਰੇ ਖਾਤੇ ਵਿੱਚੋਂ ਪੈਸੇ ਕਿਵੇਂ ਕੱਟੇ ਗਏ,Neutral
ਤੁਸੀਂ ਕਿਓ ਰੋ ਰਹੇ ਹੋ?,sad
ਅੱਜ ਮਜ਼ੇਦਾਰ ਨਹੀਂ,sad
"ਜੇਕਰ ਤੁਸੀਂ ਬੈਰਲ ਦੀ ਵਰਤੋਂ ਕਰ ਰਹੇ ਹੋ, ਤਾਂ ਬੈਰਲ ਦੇ ਖੁੱਲਣ ਵਿੱਚ ਫਿੱਟ ਹੋਣ ਵਾਲੇ ਏਅਰਲਾਕ ਲਈ ਕੇਂਦਰ ਵਿੱਚ ਇੱਕ ਮੋਰੀ ਦੇ ਨਾਲ ਇੱਕ ਸਿਲੀਕੋਨ ਜਾਂ ਰਬੜ ਦੇ ਬੰਗ ਦੀ ਵਰਤੋਂ ਕਰੋ",Neutral
"ਕੈਬਿਨੇਟ ਖੋਲ੍ਹਦੇ ਹੀ ਕੈਪਟਨ ਨੇ ਇੱਕ ਨੀਵੀਂ ਸੀਟੀ ਵਜਾਈ, ਇਸ ਵਿੱਚ ਸ਼ਾਮਲ ਇੱਕ ਪਿਸ਼ਾਚ ਕਾਤਲ ਦਾ ਸੁਪਨਾ",Neutral
"ਹਰ ਵੀਰਵਾਰ ਦੀ ਸਵੇਰ, ਬਾਰਿਸ਼ ਹੋਵੇ ਜਾਂ ਚਮਕ, ਉਹ ਲਗਭਗ 20 ਨੌਜਵਾਨਾਂ ਨੂੰ ਸੁਰੱਖਿਅਤ, ਖੁਸ਼ ਅਤੇ ਮਨੋਰੰਜਨ ਰੱਖਣ ਵਿੱਚ ਮਦਦ ਕਰਨ ਲਈ ਕੌਂਗਰੀਗੇਸ਼ਨਲ ਹਾਲ ਵਿੱਚ ਪਹੁੰਚਦੀ ਹੈ।",happy
ਜਿਸ ਗੁਫਾ ਵਿੱਚ ਤੁਸੀਂ ਦਾਖਲ ਹੋਣ ਤੋਂ ਡਰਦੇ ਹੋ ਉਹ ਖਜ਼ਾਨਾ ਤੁਹਾਡੇ ਕੋਲ ਹੈ,fear
ਟਰੇਨ ਸਟੇਸ਼ਨ 'ਤੇ ਕਿੰਨੇ ਵਜੇ ਪਹੁੰਚੇਗੀ,Neutral
ਇਹ ਸ਼ਾਨਦਾਰ ਹੈ ਕਿ ਤੁਸੀਂ ਕੈਲਕੁਲੇਟਰ ਦੀ ਵਰਤੋਂ ਕੀਤੇ ਬਿਨਾਂ ਉਸ ਮੁਸ਼ਕਲ ਗਣਿਤ ਦੀ ਸਮੱਸਿਆ ਨੂੰ ਹੱਲ ਕਰਨ ਦੇ ਯੋਗ ਸੀ,surprise 
ਬਚਪਨ ਵਿੱਚ ਮੈਨੂੰ ਭੂਤਾਂ ਦੀਆਂ ਕਹਾਣੀਆਂ ਸੁਣ ਕੇ ਬਹੁਤ ਡਰ ਲੱਗਦਾ ਸੀ,fear
ਟਿਕਟ ਬੁੱਕ ਨਹੀਂ ਕੀਤੀ ਗਈ,sad
ਕਾਰਲਾ ਆਪਣੇ ਬੇਟੇ ਲਈ ਡਰਦੀ ਹੈ,fear
"ਮਾਰਗਰੇਟ ਥੈਚਰ ਨੇ ਮੁੜ-ਸ਼ਫਲ ਨੂੰ ਦਹਿਸ਼ਤ ਦੇ ਕੰਮ ਵਜੋਂ ਵਰਤਿਆ, ਗਿੱਲੀਆਂ ਨੂੰ ਖਤਮ ਕਰਨਾ ਅਤੇ ਲਾਭਦਾਇਕ ਡਿੱਗਣ ਵਾਲੇ ਮੁੰਡਿਆਂ ਨੂੰ ਬਚਾਉਣਾ",fear
"ਜੈਸੀ ਐਲਨ ਆਪਣੀ SUV ਦੇ ਪਹੀਏ ਦੇ ਪਿੱਛੇ ਬੈਠ ਗਿਆ, ਖੁਸ਼ ਚਿੰਤਾ ਉਸਦੇ ਸਿਸਟਮ ਨੂੰ ਭਰ ਰਹੀ ਹੈ",happy
